iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.164784189219,0.149291120592,0.189444444444,0.31,0.01244627
10,0.164749068924,0.149410770886,0.190555555556,0.31,0.059868648
20,0.164903257216,0.152232196549,0.163888888889,0.26,0.095730413
30,0.16490916386,0.149608375537,0.163888888889,0.26,0.127364146
40,0.165214385441,0.150659768999,0.156666666667,0.24,0.153689288
50,0.165404814798,0.151170789179,0.153888888889,0.23,0.177821278
60,0.169092224863,0.1466357415,0.275,0.41,0.199288134
70,0.161992897353,0.14623166715,0.27,0.39,0.220374239
80,0.1455069522,0.129874111021,0.279444444444,0.4,0.241181897
90,0.126904873332,0.121695174814,0.5,0.58,0.260273003
100,0.126836522584,0.12169470929,0.501111111111,0.58,0.278311226
110,0.114706565991,0.117944699247,0.624444444444,0.685,0.296648245
120,0.111738113226,0.115351428509,0.653888888889,0.685,0.31489639
130,0.106533059674,0.110043248434,0.677222222222,0.685,0.337131184
140,0.105724762264,0.109809712041,0.677222222222,0.685,0.354556646
150,0.104938808423,0.108253757769,0.673888888889,0.685,0.373270237
160,0.102560228192,0.107884067606,0.713333333333,0.685,0.392905886
170,0.100749631242,0.107692904066,0.735,0.685,0.411904506
180,0.0998709545566,0.107646566785,0.753888888889,0.685,0.430366578
190,0.0979128003316,0.103227942794,0.761111111111,0.685,0.448965066
200,0.0961886288764,0.103222233853,0.762777777778,0.685,0.469216398
210,0.0959320472407,0.103006400153,0.762777777778,0.685,0.489279383
220,0.094561690154,0.103594650204,0.756666666667,0.685,0.509291355
230,0.0916650345302,0.103820209335,0.757222222222,0.685,0.531642395
240,0.0910883515113,0.103795559741,0.757222222222,0.685,0.553719115
250,0.0910425524575,0.103795540665,0.757222222222,0.685,0.577411916
260,0.0905545535607,0.103795436005,0.757222222222,0.685,0.601527644
270,0.0905737229461,0.103795571235,0.757222222222,0.685,0.623515167
280,0.0849381934072,0.0986284736661,0.762222222222,0.685,0.645907096
290,0.0840566139634,0.0986284736661,0.762222222222,0.685,0.668428439
300,0.0816654238138,0.104365028021,0.762222222222,0.685,0.692663833
310,0.0816654238138,0.104365028021,0.762222222222,0.685,0.720412509
320,0.0816572918946,0.104365028021,0.762222222222,0.685,0.745693346
330,0.0816572918946,0.104365028021,0.762222222222,0.685,0.772648522
340,0.0816390850297,0.104364862835,0.762222222222,0.685,0.79738417
350,0.0816129011412,0.104364453644,0.762222222222,0.685,0.824758332
360,0.0850563922749,0.113749905793,0.761666666667,0.685,0.84910354
370,0.0815929202543,0.104364453644,0.762222222222,0.685,0.872446993
380,0.0813746972944,0.103043488285,0.762222222222,0.685,0.89518556
390,0.0806825433422,0.103043488285,0.762222222222,0.685,0.917677726
400,0.0803321738028,0.101001949173,0.763333333333,0.685,0.940467217
410,0.0804518540595,0.101001949173,0.761111111111,0.685,0.963999062
420,0.0806181860598,0.100947638609,0.759444444444,0.685,0.990664118
430,0.0801842387612,0.100947638609,0.763333333333,0.685,1.01365626
440,0.0780501092279,0.0931424409527,0.766666666667,0.685,1.036957154
450,0.0756037663724,0.088838175547,0.766666666667,0.685,1.06155102
460,0.0755953232113,0.088838175547,0.766666666667,0.685,1.085754766
470,0.0756183167397,0.0888623928845,0.766111111111,0.685,1.108178751
480,0.0755537541107,0.0888070707115,0.766666666667,0.685,1.131651443
490,0.0754608587827,0.0884084926963,0.766111111111,0.685,1.155239964
500,0.0754341844895,0.0884232362825,0.766111111111,0.685,1.178163184
510,0.0754292091775,0.0883893125655,0.766111111111,0.685,1.204234222
520,0.0754292091775,0.0883893125655,0.766111111111,0.685,1.228668299
530,0.0754290690418,0.0883893125655,0.766111111111,0.685,1.251520964
540,0.0730919643328,0.0831300570056,0.766111111111,0.685,1.275450895
550,0.0727186150932,0.0831300570056,0.766111111111,0.685,1.300205715
560,0.0727186150932,0.0831300570056,0.766111111111,0.685,1.322629866
570,0.0686407584481,0.0824594574529,0.761666666667,0.685,1.346510786
580,0.0686634872934,0.0827431029795,0.762222222222,0.685,1.37238719
590,0.0687037392169,0.0825945039083,0.761111111111,0.685,1.401041325
600,0.0686047625449,0.082662940609,0.762222222222,0.685,1.428367345
610,0.0686047593155,0.082662940609,0.762222222222,0.685,1.45511811
620,0.0686047500613,0.0826629016283,0.762222222222,0.685,1.4853108
630,0.0686055609941,0.0826224061102,0.762222222222,0.685,1.513821906
640,0.0686036971577,0.0826491972466,0.762222222222,0.685,1.547417249
650,0.067443989912,0.0826491972466,0.762222222222,0.685,1.579721108
660,0.0673460495765,0.0826491972466,0.762222222222,0.685,1.608429384
670,0.0677788443624,0.082663909644,0.758888888889,0.685,1.637434484
680,0.0671724192292,0.0760059666523,0.767222222222,0.685,1.665596768
690,0.0671062636898,0.0797386867008,0.767222222222,0.685,1.691457714
700,0.0671015465882,0.0797330096052,0.767222222222,0.685,1.716565123
710,0.0670316678449,0.0797156090864,0.767222222222,0.685,1.739262808
720,0.0672807188047,0.0805849672593,0.767222222222,0.685,1.769554187
730,0.0670316569939,0.0797156090864,0.767222222222,0.685,1.804914416
740,0.0684902290855,0.0834374118678,0.767777777778,0.685,1.837111236
750,0.0669495688483,0.079680811869,0.767222222222,0.685,1.869229845
760,0.0669495688483,0.079680811869,0.767222222222,0.685,1.895769109
770,0.0665770432348,0.0776068896874,0.767222222222,0.685,1.918477629
780,0.0643176930863,0.0760027214128,0.767222222222,0.685,1.941238776
790,0.0643118210636,0.0760026399164,0.767222222222,0.685,1.963908435
800,0.0640004259922,0.0755181750601,0.767222222222,0.685,1.988966037
810,0.0636612050106,0.0755181750601,0.773333333333,0.685,2.015131899
820,0.0635398760351,0.0755181433194,0.773333333333,0.685,2.042687738
830,0.0641896425495,0.0841440941343,0.772222222222,0.685,2.07204762
840,0.0628192981789,0.074758753844,0.773333333333,0.685,2.094653969
850,0.0628138390133,0.0747588284356,0.773333333333,0.685,2.116784306
860,0.062811158729,0.0747585118266,0.773333333333,0.685,2.140907225
870,0.0628053436794,0.074758467601,0.773333333333,0.685,2.165554531
880,0.0634897293749,0.0767084304678,0.769444444444,0.685,2.186933723
890,0.0628574164202,0.0745895960168,0.773333333333,0.685,2.209156655
900,0.0627449218659,0.0747605795162,0.773333333333,0.685,2.231548001
910,0.062742747759,0.0747605795162,0.773333333333,0.685,2.253653421
