iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.167759744723,0.158373132228,0.232777777778,0.315,0.00187632899997
10,0.16792076144,0.158335921228,0.232777777778,0.315,0.0212909169999
20,0.16944295464,0.158604343074,0.214444444444,0.31,0.0392314029999
30,0.169760237277,0.159238551815,0.213888888889,0.31,0.0575813819997
40,0.167602501899,0.158914263905,0.212777777778,0.31,0.0764366179997
50,0.169117975309,0.159081927532,0.212777777778,0.31,0.0942092529996
60,0.167181249111,0.158924334906,0.219444444444,0.315,0.112009429
70,0.196793586147,0.173695880735,0.217777777778,0.315,0.129796543999
80,0.175485784822,0.15275126251,0.22,0.315,0.148216393999
90,0.174877718883,0.152524838443,0.23,0.315,0.166694189999
100,0.199250331956,0.172985826089,0.236666666667,0.315,0.185689289999
110,0.171513574747,0.159464871686,0.234444444444,0.315,0.208215689999
120,0.171191748448,0.15965796029,0.242777777778,0.315,0.227235529999
130,0.169663895321,0.157217053566,0.242222222222,0.315,0.247682697999
140,0.165869264265,0.158157640019,0.242222222222,0.315,0.266753408999
150,0.165021493704,0.158180904704,0.242777777778,0.315,0.285332794999
160,0.160364406029,0.154131464607,0.228888888889,0.315,0.304468376999
170,0.167920126339,0.160185752653,0.242777777778,0.315,0.323645190999
180,0.168259039637,0.160277496803,0.242777777778,0.315,0.342474326
190,0.166372055656,0.160390652603,0.242777777778,0.315,0.361630985999
200,0.147040034008,0.149975144697,0.242777777778,0.315,0.381096378999
210,0.143712155583,0.146863864922,0.242777777778,0.315,0.400517694
220,0.147625572847,0.15026734422,0.242777777778,0.315,0.420025031
230,0.147665464797,0.150184111876,0.242777777778,0.315,0.439204234999
240,0.147234599876,0.14603930311,0.242777777778,0.315,0.458355454999
250,0.147131474047,0.145974027166,0.242777777778,0.315,0.477568807999
260,0.147137649901,0.145974027166,0.242777777778,0.315,0.497053692999
270,0.134104616933,0.136801008919,0.345555555556,0.315,0.516835422999
280,0.142879427961,0.14758051473,0.26,0.255,0.535898238999
290,0.13998595447,0.145198418244,0.263888888889,0.255,0.555565130999
300,0.140468081192,0.146705883173,0.246111111111,0.255,0.575105826999
310,0.154104380899,0.150063542285,0.165,0.255,0.594854723999
320,0.154358602693,0.150048370613,0.167777777778,0.265,0.614623901999
330,0.155261389761,0.148838700644,0.181111111111,0.315,0.637743475999
340,0.154341920069,0.14774219692,0.181111111111,0.315,0.657653256999
350,0.156827593514,0.151377966301,0.137777777778,0.15,0.677843402999
360,0.154799203591,0.147770031443,0.19,0.315,0.698246812999
370,0.153381205197,0.147249952614,0.192222222222,0.315,0.718453380999
380,0.152324850095,0.146322160721,0.192222222222,0.315,0.739528288999
390,0.1521499185,0.146276550167,0.192222222222,0.315,0.759667628999
400,0.142947447253,0.14229996085,0.209444444444,0.315,0.780788902999
410,0.142631826637,0.142226285063,0.209444444444,0.315,0.804523330999
420,0.138852160799,0.136583680907,0.236666666667,0.34,0.829316425999
