iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.126655905863,0.130125374767,0.476666666667,0.475,0.027213213
10,0.0924519483668,0.0986770740543,0.757222222222,0.685,0.234493204
20,0.097115678474,0.115227585263,0.757222222222,0.685,0.399000306
30,0.102040836469,0.115465824345,0.756666666667,0.65,0.555834441
40,0.0909045871668,0.109632502003,0.757222222222,0.685,0.699689296
50,0.0814305084374,0.0942891208848,0.762777777778,0.69,0.832720519
60,0.0818805922867,0.099712017509,0.757222222222,0.685,0.96901146
70,0.0795652417244,0.0875065762611,0.761666666667,0.69,1.104533234
80,0.0832561596296,0.0926063511527,0.757222222222,0.685,1.243247833
90,0.0831465024249,0.0942740356814,0.76,0.69,1.375077919
100,0.081915325255,0.0963199032387,0.757222222222,0.685,1.502145007
110,0.0799588993711,0.0860429372014,0.762777777778,0.695,1.633748582
120,0.079439579256,0.0963337223604,0.757222222222,0.685,1.762736975
130,0.0792758792977,0.0920575695101,0.757222222222,0.685,1.878376548
140,0.0802554442873,0.0904425174211,0.757222222222,0.685,2.011705329
150,0.0807282523817,0.0927918712702,0.757222222222,0.685,2.138519462
160,0.0803677321794,0.0941871885842,0.757222222222,0.685,2.272254506
170,0.0807847912797,0.0929073678249,0.757222222222,0.685,2.405053495
180,0.0845517149327,0.0968667679108,0.757222222222,0.685,2.545429328
190,0.0808394925427,0.0902361791235,0.757222222222,0.685,2.677679091
200,0.0821507001858,0.0928228948657,0.757222222222,0.685,2.813363885
210,0.082577198091,0.0930480653372,0.757222222222,0.685,2.945973425
220,0.0831066566092,0.0941829190215,0.757222222222,0.685,3.079147539
230,0.0807602636322,0.0890068806545,0.757222222222,0.685,3.214077279
240,0.0807733592936,0.0890585571181,0.757222222222,0.685,3.352876004
250,0.0811193809531,0.0902357789258,0.757222222222,0.685,3.498202482
260,0.0810897950796,0.0902058473719,0.757222222222,0.685,3.640071429
270,0.0811227300487,0.090291595107,0.757222222222,0.685,3.775483434
280,0.0813280199947,0.093487927844,0.757222222222,0.685,3.910489699
290,0.0813346391192,0.093487927844,0.757222222222,0.685,4.044965366
300,0.0813230614278,0.0934895119385,0.757222222222,0.685,4.179289144
310,0.0858644605213,0.0992816261437,0.757222222222,0.685,4.308978524
320,0.0813108266625,0.0934614483007,0.757222222222,0.685,4.444861532
330,0.0806827230001,0.0923951033315,0.757222222222,0.685,4.580377508
340,0.0800225781514,0.0901710855686,0.757222222222,0.685,4.713206867
350,0.0792981223156,0.0908493288634,0.757222222222,0.685,4.857110629
360,0.0793000453912,0.0908493288634,0.757222222222,0.685,5.00477725
370,0.0802604840388,0.0915064338578,0.757222222222,0.685,5.170801724
380,0.0747929687132,0.0826150767594,0.757222222222,0.685,5.337071241
390,0.0734286344015,0.081430557638,0.757222222222,0.685,5.50269798
400,0.0755165408564,0.0800338917864,0.757222222222,0.685,5.680574704
410,0.074864858453,0.0832978905475,0.757222222222,0.685,5.87960672
420,0.0748776861909,0.083329608444,0.757222222222,0.685,6.058235156
430,0.0729124781203,0.0809031279122,0.757222222222,0.685,6.22614723
440,0.0765030483536,0.0834392572171,0.779444444444,0.68,6.384140573
450,0.073208931433,0.0815633652528,0.757222222222,0.685,6.54187441
