iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.155088558645,0.145401180799,0.242777777778,0.315,0.00225329299997
10,0.155063224542,0.145400723032,0.242777777778,0.315,0.0258833709995
20,0.157207079044,0.147409085539,0.242777777778,0.315,0.0470443709987
30,0.154497145369,0.145591090062,0.242777777778,0.315,0.0683260529988
40,0.154093640154,0.145551972302,0.242777777778,0.315,0.0879941899989
50,0.137676823774,0.131329829031,0.241666666667,0.315,0.107784513998
60,0.120577760858,0.118371312761,0.646666666667,0.69,0.126568151999
70,0.125843530982,0.121497247741,0.642777777778,0.69,0.143829512999
80,0.114167153604,0.117849364473,0.643888888889,0.64,0.164120163999
90,0.114329597073,0.117756298173,0.638888888889,0.645,0.182361255999
100,0.109236809211,0.112773249042,0.761111111111,0.75,0.200953289
110,0.132599758371,0.139376412391,0.501666666667,0.38,0.217911474
120,0.128756411639,0.133771082614,0.501111111111,0.38,0.234844905
130,0.134381694188,0.137317635104,0.385555555556,0.315,0.251765211999
140,0.125378402907,0.12726301395,0.318888888889,0.315,0.268851605999
150,0.12544354566,0.127260108344,0.317222222222,0.315,0.286846048999
160,0.126129797819,0.139328149046,0.642222222222,0.355,0.305902699999
170,0.126164742739,0.139373656851,0.642222222222,0.355,0.325233922999
180,0.126080115137,0.139371598454,0.643888888889,0.355,0.344438142999
190,0.120825762206,0.124187932431,0.776111111111,0.75,0.36409718
200,0.119565412044,0.123565648646,0.798333333333,0.765,0.384284057
210,0.105806766746,0.114153096243,0.757222222222,0.685,0.405362678999
220,0.105973122411,0.114561474539,0.757222222222,0.685,0.426719147999
230,0.10591092441,0.114075479794,0.757222222222,0.685,0.448117851999
240,0.105273592577,0.114038544475,0.757222222222,0.685,0.470043147999
250,0.121183482045,0.12520046847,0.715555555556,0.425,0.492937833999
260,0.122466124269,0.125828512554,0.603888888889,0.365,0.515486709999
270,0.121929666758,0.125828512488,0.653333333333,0.365,0.537967569999
280,0.126528148517,0.127600976293,0.449444444444,0.32,0.559278895999
290,0.127241140088,0.127600976299,0.451111111111,0.32,0.580846262999
300,0.130799257081,0.129719550177,0.332222222222,0.285,0.602632776999
310,0.130968962666,0.129582800957,0.333333333333,0.285,0.623038763999
320,0.130714065919,0.128401500284,0.339444444444,0.32,0.644460208999
330,0.130752656611,0.128443412788,0.337777777778,0.32,0.664873974999
340,0.130621497415,0.12829979809,0.343333333333,0.325,0.685535583
350,0.129948292655,0.125874338726,0.430555555556,0.59,0.705698505
360,0.149876005147,0.142803390581,0.243888888889,0.315,0.726565344999
370,0.149908734435,0.142771597998,0.243888888889,0.315,0.747145819
380,0.151025595585,0.145145913576,0.241666666667,0.315,0.768097236999
