iterations,fitness,time,fevals
0,5.0,5.9368e-05
10,5.0,9.8705e-05
20,5.0,0.000116277
30,5.0,0.000136066
40,6.0,0.000154213
50,6.0,0.000170798
60,6.0,0.000187478
70,6.0,0.000219809
80,6.0,0.000248037
90,6.0,0.000274784
100,6.0,0.000298652
110,9.0,0.000324911
120,10.0,0.00035064
130,10.0,0.000370053
140,10.0,0.000388994
150,10.0,0.00040579
160,10.0,0.0004218
170,10.0,0.000438029
180,10.0,0.000455535
190,10.0,0.000473631
200,10.0,0.000490174
210,10.0,0.000508264
220,10.0,0.000532342
230,10.0,0.000559114
240,10.0,0.00058473
250,10.0,0.000652866
260,15.0,0.000678086
270,15.0,0.000721855
280,15.0,0.000743804
290,15.0,0.000759088
300,15.0,0.000771951
310,15.0,0.000784363
320,15.0,0.000796803
330,15.0,0.000809367
340,15.0,0.000821222
350,15.0,0.000869678
360,15.0,0.000882138
370,16.0,0.000894881
380,16.0,0.000910582
390,16.0,0.000928611
400,16.0,0.000967526
410,16.0,0.00098968
420,16.0,0.001012053
430,16.0,0.001036976
440,16.0,0.001059663
450,16.0,0.00108562
460,16.0,0.001121345
470,16.0,0.001152326
480,16.0,0.001183846
490,16.0,0.001215003
500,17.0,0.001236968
510,17.0,0.001263405
520,17.0,0.001296887
530,17.0,0.001322079
540,18.0,0.001347729
550,20.0,0.001371367
560,20.0,0.00139366
570,20.0,0.001415735
580,20.0,0.001437615
590,20.0,0.001460127
600,20.0,0.00148212
610,20.0,0.001505159
620,20.0,0.001527332
630,20.0,0.001549686
640,20.0,0.001571193
650,20.0,0.001593016
660,20.0,0.001626068
670,20.0,0.001651516
680,20.0,0.001679707
690,20.0,0.001709398
700,20.0,0.001739321
710,20.0,0.001770233
720,20.0,0.001800089
730,20.0,0.001823252
740,20.0,0.001843985
750,20.0,0.001865744
760,22.0,0.001892031
770,22.0,0.001913476
780,22.0,0.001934882
790,22.0,0.001955499
800,22.0,0.001977
810,22.0,0.002019728
820,22.0,0.00204085
830,22.0,0.002061351
840,27.0,0.002089124
850,27.0,0.002110316
860,33.0,0.002130442
870,33.0,0.002151996
880,33.0,0.002173789
890,34.0,0.002193001
900,34.0,0.002220733
910,34.0,0.002242588
920,34.0,0.002263583
930,34.0,0.002291492
940,34.0,0.002313596
950,39.0,0.002332051
960,39.0,0.002353128
970,39.0,0.002374236
980,39.0,0.002397964
990,39.0,0.002420939
1000,39.0,0.00244548
1010,39.0,0.002468074
1020,39.0,0.00249029
1030,40.0,0.002510711
1040,40.0,0.002534119
1050,40.0,0.002555781
1060,40.0,0.002577429
1070,40.0,0.002598831
1080,41.0,0.00261825
1090,41.0,0.002638892
1100,41.0,0.002659477
1110,41.0,0.002680869
1120,43.0,0.002702812
1130,43.0,0.00272329
1140,43.0,0.002744127
1150,43.0,0.002765266
1160,43.0,0.002786467
1170,43.0,0.002810736
1180,43.0,0.002831696
1190,43.0,0.002852158
1200,43.0,0.002872981
1210,44.0,0.002892511
1220,44.0,0.002916557
1230,44.0,0.002940642
1240,44.0,0.00296141
1250,44.0,0.002981881
1260,45.0,0.003001336
1270,45.0,0.003022168
1280,48.0,0.003045698
1290,49.0,0.003066001
1300,49.0,0.003087795
1310,49.0,0.003108387
1320,49.0,0.003129866
1330,49.0,0.003150706
1340,49.0,0.00317108
1350,49.0,0.003191216
1360,49.0,0.003212668
1370,49.0,0.003233936
1380,49.0,0.003255474
1390,49.0,0.003276163
1400,49.0,0.003299583
1410,49.0,0.003320366
1420,49.0,0.003341236
1430,49.0,0.003362129
1440,49.0,0.003385208
1450,49.0,0.003409243
1460,51.0,0.003432232
1470,51.0,0.00345587
1480,51.0,0.003478407
1490,51.0,0.003499622
1500,51.0,0.003520661
1510,51.0,0.00354084
1520,51.0,0.003561424
1530,51.0,0.003582565
1540,51.0,0.003603555
1550,51.0,0.00362367
1560,51.0,0.003644557
1570,51.0,0.003664822
1580,51.0,0.003685264
1590,51.0,0.003706059
1600,51.0,0.003726828
1610,51.0,0.003747076
1620,51.0,0.003767643
1630,51.0,0.003788364
1640,51.0,0.00381142
1650,51.0,0.003832125
1660,51.0,0.003857517
1670,51.0,0.003883666
1680,52.0,0.003905827
1690,52.0,0.003928453
1700,52.0,0.003950023
1710,52.0,0.003976755
1720,53.0,0.003997385
1730,53.0,0.004019706
1740,53.0,0.004042237
1750,53.0,0.00406405
1760,53.0,0.004086289
1770,53.0,0.004108381
1780,53.0,0.004136508
1790,53.0,0.004161224
1800,53.0,0.004183892
1810,53.0,0.004212105
1820,53.0,0.004235378
1830,53.0,0.00425733
1840,53.0,0.004279994
1850,53.0,0.004302071
1860,53.0,0.004324801
1870,53.0,0.004347787
1880,53.0,0.004370844
1890,53.0,0.004394417
1900,54.0,0.004428174
1910,55.0,0.004451362
1920,55.0,0.00447745
1930,55.0,0.004500923
1940,55.0,0.004524532
1950,55.0,0.004551937
1960,55.0,0.00457455
1970,55.0,0.004599189
1980,55.0,0.004621251
1990,55.0,0.004644684
2000,55.0,0.004670821
2010,55.0,0.004697386
2020,55.0,0.004723472
2030,55.0,0.004755234
2040,55.0,0.004786923
2050,55.0,0.004817773
2060,55.0,0.004847673
2070,55.0,0.004869226
2080,55.0,0.004898707
2090,55.0,0.004921409
2100,55.0,0.004947246
2110,56.0,0.004968243
2120,56.0,0.004990142
2130,56.0,0.005011741
2140,56.0,0.005032692
2150,56.0,0.005058084
2160,56.0,0.005078627
2170,56.0,0.005099421
2180,56.0,0.005120436
2190,56.0,0.005140315
2200,56.0,0.005161392
2210,56.0,0.00518153
2220,56.0,0.005209082
2230,56.0,0.005237218
2240,56.0,0.005265738
2250,56.0,0.005293961
2260,56.0,0.005321777
2270,56.0,0.005349438
2280,56.0,0.005370888
2290,56.0,0.005392982
2300,56.0,0.005417163
2310,56.0,0.005438664
2320,56.0,0.005459617
2330,57.0,0.005479565
2340,57.0,0.005500386
2350,57.0,0.005522467
2360,57.0,0.005543028
2370,57.0,0.005573559
2380,57.0,0.005595816
2390,57.0,0.005618129
2400,57.0,0.005640546
2410,60.0,0.005661614
2420,60.0,0.00568555
2430,60.0,0.005706917
2440,60.0,0.005727649
2450,60.0,0.005751955
2460,60.0,0.005772521
2470,60.0,0.005793488
2480,60.0,0.005814092
2490,60.0,0.005838778
2500,60.0,0.005859878
2510,60.0,0.005881262
2520,60.0,0.005901182
2530,60.0,0.005922316
2540,60.0,0.005942631
2550,60.0,0.005966809
2560,60.0,0.005987604
2570,60.0,0.006051719
2580,60.0,0.006072333
2590,60.0,0.006093268
2600,60.0,0.006113427
2610,63.0,0.006131987
2620,63.0,0.006151738
2630,63.0,0.006171188
2640,63.0,0.006191582
2650,63.0,0.006233221
2660,63.0,0.00626036
2670,63.0,0.006285216
2680,63.0,0.006308045
2690,63.0,0.006330822
2700,63.0,0.006354865
2710,63.0,0.006380734
2720,63.0,0.006407272
2730,63.0,0.006431748
2740,65.0,0.006452236
2750,65.0,0.006473562
2760,65.0,0.006494512
2770,65.0,0.006517367
2780,65.0,0.006538903
2790,65.0,0.006559599
2800,65.0,0.006586689
2810,65.0,0.006608149
2820,65.0,0.006629402
2830,65.0,0.00665442
2840,65.0,0.006674683
2850,65.0,0.006695844
2860,65.0,0.006717409
2870,69.0,0.00673959
2880,69.0,0.006760458
2890,69.0,0.006781559
2900,69.0,0.006807986
2910,69.0,0.006836594
2920,69.0,0.006865513
2930,69.0,0.006887423
2940,69.0,0.006915486
2950,69.0,0.006938088
2960,69.0,0.006968839
2970,69.0,0.006990892
2980,69.0,0.007011925
2990,69.0,0.007043689
3000,69.0,0.007073738
3010,69.0,0.007100591
3020,69.0,0.007129057
3030,69.0,0.007182822
3040,69.0,0.007205839
3050,69.0,0.007228647
3060,69.0,0.007250919
3070,69.0,0.007277417
3080,69.0,0.007299599
3090,69.0,0.007322285
3100,70.0,0.007343201
3110,70.0,0.007365006
3120,70.0,0.007404539
3130,70.0,0.007426435
3140,70.0,0.007450176
3150,70.0,0.00747428
3160,70.0,0.007501987
3170,70.0,0.007529867
3180,70.0,0.007557718
3190,70.0,0.007586187
3200,70.0,0.007615296
3210,70.0,0.007645133
3220,71.0,0.007666996
3230,71.0,0.007693359
3240,71.0,0.007716648
3250,71.0,0.007739971
3260,71.0,0.007763561
3270,71.0,0.007786398
3280,71.0,0.007810666
3290,71.0,0.007836931
3300,71.0,0.007866365
3310,71.0,0.007895635
3320,71.0,0.007924827
3330,71.0,0.007957523
3340,71.0,0.007987229
3350,71.0,0.00801095
3360,71.0,0.008032768
3370,71.0,0.008053618
3380,71.0,0.008074459
3390,71.0,0.008102334
3400,71.0,0.008129519
3410,71.0,0.008151787
3420,71.0,0.008172622
3430,71.0,0.008192813
3440,71.0,0.008231529
3450,71.0,0.008255414
3460,71.0,0.008277626
3470,71.0,0.008301328
3480,71.0,0.008329875
3490,71.0,0.008351237
3500,71.0,0.008379318
3510,71.0,0.008400633
3520,71.0,0.00842183
3530,71.0,0.008442405
3540,71.0,0.008463474
3550,71.0,0.008484002
3560,71.0,0.008507507
3570,71.0,0.008529212
3580,71.0,0.008550699
3590,71.0,0.008595595
3600,71.0,0.008616728
3610,71.0,0.008638074
3620,71.0,0.008661448
3630,73.0,0.00868666
3640,73.0,0.008708423
3650,73.0,0.008729159
3660,73.0,0.008750296
3670,73.0,0.008771518
3680,73.0,0.008792019
