iterations,fitness,time
0,2545.16237358,0.000223376000001
10,2646.41838384,0.000433946000001
20,2654.10006293,0.000645550000002
30,2631.87691073,0.000855344999998
40,2751.01198318,0.001066222
50,2737.65861282,0.00127750599999
60,2899.70494752,0.00149351699999
70,2828.18768348,0.00170090299999
80,2869.97213882,0.001907221
90,2980.54753477,0.00211653
100,2955.33261596,0.00232329699999
110,2986.97031937,0.00252801199998
120,2918.02177486,0.00273192899999
130,3004.11849616,0.00294564899998
140,3055.99638179,0.00315782199998
150,3160.04776371,0.00336996499998
160,3117.6954617,0.00357651899999
170,3149.97534392,0.00379187399998
180,3177.62470832,0.00403422299998
190,3186.26255835,0.00425026999998
200,3228.42259144,0.00446318999997
210,3223.24268569,0.00466955599997
220,3227.81225961,0.00498388099997
230,3209.8354318,0.00520581199997
240,3266.72585068,0.00541365899997
250,3322.10203878,0.00561873399997
260,3325.83886948,0.00582611199997
270,3341.03607685,0.00606219299997
280,3342.40047437,0.00629196999997
290,3402.06345672,0.00653105099997
300,3356.4632932,0.00675753799997
310,3305.21062966,0.00698207299997
320,3355.42147385,0.00720687199997
330,3304.46426916,0.00743237799997
340,3274.90657472,0.00765971899997
350,3345.90675949,0.00787838499996
360,3332.52007952,0.00809051599997
370,3421.73937799,0.00829217499997
380,3418.2511846,0.00849426399996
390,3349.34684485,0.00869454399997
400,3333.84398474,0.00890067799997
410,3420.86915224,0.00910265899996
420,3409.3022281,0.00930580799997
430,3420.34329803,0.00950666299997
440,3393.06422228,0.00981071399997
450,3380.80476195,0.010043777
460,3397.79482931,0.010307079
470,3376.98166183,0.010555996
480,3427.02474977,0.010762939
490,3376.98166183,0.010984652
500,3400.55453528,0.0112043
510,3433.09269312,0.011430393
520,3406.37307834,0.011641816
530,3400.56990242,0.01185213
540,3439.44313874,0.012073402
550,3439.44313874,0.012285076
560,3412.89661154,0.012494123
570,3425.60093072,0.012739868
580,3437.55935951,0.012942597
590,3440.80990064,0.01315387
600,3477.82345351,0.013363023
610,3418.4171465,0.013573665
620,3469.00764284,0.013796782
630,3453.2788363,0.014020589
640,3488.49744589,0.014288097
650,3453.2788363,0.014501238
660,3453.2788363,0.014718796
670,3424.86594737,0.014934271
680,3425.22678743,0.015150067
690,3399.95957073,0.015367668
700,3374.20082659,0.015595874
710,3376.08339341,0.015819787
720,3390.35249051,0.016029393
730,3436.88290966,0.016235968
740,3440.56406079,0.0164526
750,3400.85075225,0.016710554
760,3412.51201191,0.016942078
770,3445.0674343,0.017151726
780,3420.08512858,0.017365662
790,3411.03433387,0.017588431
800,3426.53300865,0.017798407
810,3475.35989972,0.018075735
820,3419.29119784,0.018293434
830,3440.40407606,0.01851188
840,3458.82895943,0.018727336
850,3436.80100228,0.018941964
860,3415.02375534,0.01915507
870,3432.48524798,0.019371759
880,3418.63459388,0.019583751
