iterations,fitness,time
0,1497.09773675,5.19900000029e-06
10,1312.77174303,9.81000000166e-06
20,1437.78278942,1.46360000031e-05
30,1401.08115602,1.86400000004e-05
40,1563.68648919,2.23440000013e-05
50,1700.13034941,2.62940000013e-05
60,1657.09126522,3.04659999983e-05
70,1569.37088767,3.43039999962e-05
80,1642.94182901,3.80879999966e-05
90,1691.80563111,4.46899999957e-05
100,1837.45340229,4.93389999932e-05
110,2086.02511492,5.52089999957e-05
120,2363.15442092,5.94109999952e-05
130,2344.35591353,6.52919999951e-05
140,2415.31617664,6.94899999942e-05
150,2223.75790609,7.40299999933e-05
160,1908.42664562,7.84889999963e-05
170,1860.35888544,8.27299999955e-05
180,2186.20704901,8.69189999975e-05
190,1763.47285299,9.20679999936e-05
200,1890.63922889,9.61439999898e-05
210,1816.97595919,0.000101773999994
220,1717.8665683,0.000105775999998
230,1960.99077213,0.000110356
240,1882.65711459,0.000116582000004
250,1716.93967899,0.000120857000006
260,1564.46627934,0.000126548000004
270,1332.57153499,0.000132022999999
280,1608.58878904,0.000136990999998
290,1641.34247675,0.000142503999996
300,1902.54831311,0.000148220999996
310,1987.42681137,0.000153466
320,1953.19436103,0.000158816000003
330,2054.96086891,0.000164781000002
340,2336.92382875,0.000170693000001
350,2246.52009434,0.000176182000004
360,2402.37731838,0.000181469000005
370,2679.53975102,0.000186348000007
380,2760.5398442,0.000190570000001
390,2800.74928341,0.000194924000006
400,2863.9802868,0.000199177000006
410,2914.37139072,0.000204904000007
420,2929.26134578,0.000209031000004
430,3015.30800538,0.000215021000002
440,3150.8479589,0.000219538000003
450,3226.54163334,0.000225032000003
460,3274.55437051,0.000229271000002
470,3312.12209089,0.000235355000008
480,3312.11304465,0.000240934000004
490,3331.04708271,0.000247901000002
500,3331.04708271,0.000253555
510,3331.04708271,0.000262689000003
520,3331.04708271,0.000269526000004
530,3331.04708271,0.000277039000004
540,3331.03803647,0.000284828000005
550,3361.55172641,0.000292116000004
560,3361.55172641,0.000299493
570,3361.55172641,0.000306707
580,3361.55172641,0.000314414000002
590,3361.55172641,0.000321304000003
600,3361.55172641,0.000328435000007
610,3361.55172641,0.000334842000008
620,3361.55172641,0.000341684000006
630,3361.55172641,0.000348517000006
640,3393.83160862,0.000354278000003
650,3393.83160862,0.000360002000001
660,3393.83160862,0.000368824000006
670,3393.83160862,0.000375994000002
680,3393.83160862,0.000383073000002
690,3393.83160862,0.000388714000003
700,3393.83160862,0.000394389999997
710,3393.83160862,0.000400997999996
720,3393.83160862,0.000407372999994
730,3393.83160862,0.000414395999996
740,3393.83160862,0.000421307999993
750,3393.83160862,0.000427515999995
760,3393.83160862,0.000435059999994
770,3393.83160862,0.000441817999992
780,3393.83160862,0.000449336999992
790,3393.83160862,0.000455900999995
800,3393.83160862,0.000462827999989
810,3393.83160862,0.00047232499999
820,3393.83160862,0.000480046999989
830,3393.83160862,0.000488496999985
840,3393.83160862,0.000494954999986
850,3393.83160862,0.000503092999992
860,3393.83160862,0.000509494999996
870,3393.83160862,0.000519015999998
880,3393.83160862,0.000528078999999
890,3393.83160862,0.000536468
900,3393.83160862,0.000544617000003
910,3393.83160862,0.000553585000006
920,3393.83160862,0.000562167000005
930,3393.83160862,0.000571365000006
940,3393.83160862,0.000580070000005
950,3393.83160862,0.000588592000007
960,3393.83160862,0.000596767000005
970,3393.83160862,0.000604982000006
980,3393.83160862,0.000611877000011
990,3393.83160862,0.000619756000006
1000,3393.83160862,0.000627314000006
1010,3393.83160862,0.000635574000007
1020,3393.83160862,0.000642944000006
1030,3393.83160862,0.00064994400001
1040,3393.83160862,0.00065676900001
1050,3393.83160862,0.000665694000013
